,unit_type,My rank is: Response,Rank,Year,A grievance/complaint against my unit chain-of-command will be handled in a fair and timely manner by my chain-of-command,Airmen in my unit consider the environmental impact of their actions,"During my performance feedback session, my supervisor provided me with feedback that enabled me to improve my performance prior to my annual performance review",I am allocated the correct amount of training hours each month to operate safely,I am encouraged to be innovative even if that means I might make a mistake,"I am informed of critical information (e.g. work schedules, policies, uniform of the day, etc.) in a reasonable amount of time",I feel I am a valued member of my unit,I feel adequately prepared to deploy and execute my assigned AEF duties,I have been adequately trained for the job I am expected to do,"I have easy and timely access to the written guidance I need to do my job (e.g., AFIs, MAJCOM Supplements, TOs, Self-Assessment Communicators, etc)",I have enough time to accomplish my daily workload during my normal duty hours,"I have the equipment (tools, spare parts, information technology, safety gear, etc.) I need to do my job the right way",I have the opportunity to develop other professional skills,I have the opportunity to develop/improve my AFSC/Special Duty Identifier-related skills,"I trust my leadership chain, from my supervisor to my Wing Commander (or FOA/DRU Commander)",I would be able to complete my assigned tasks if my work center lost communications capability,Individuals in my unit are comfortable approaching supervisors about personal problems,Members of my unit take good care of the equipment they use,My commander is concerned about my personal welfare,My deployment schedule is predictable enough for me to plan and participate in off-duty activities,My duty schedule is predictable enough for me to plan and participate in off-duty activities,My job is designed so I know when I have performed well,My leadership gets the right information about problems in my unit so he/she can fix them,"My position/job description (for both military and civilians) is current and accurately describes my daily functions, tasks and responsibilities",My supervisor corrects poor performance in my work group,My supervisor is concerned with my professional development,My unit accurately accounts for our equipment,My unit challenges inefficient ways of doing business,My unit closely monitors and tracks job qualifications,My unit has a sufficient number of experienced personnel to accomplish our primary mission,My unit has a sufficient number of personnel to accomplish our primary mission,My unit has an effective long-range scheduling process,My unit has processes in place to identify and share lessons learned,My unit has the sufficient funding to accomplish all of our missions,My unit is serious about preventing sexual assault and sexual harassment,My unit leadership chain applies disciplinary standards in a fair and consistent manner,My unit leadership chain consistently reinforces the USAF Core Values and their application to daily operations,My unit provides me sufficient time during working hours to participate in a physical fitness program,My unit spends end-of-year fallout money wisely,My unit takes suicide prevention seriously,My units communication processes prevent wasted effort and/or resources,My units communication system and information flow are effective up and down the chain of command,My units daily activities improve our ability to execute our most demanding mission,My units leaders reward individual performance fairly,My units strategic plan improves unit performance,My units strategic plan translates to what I do on a daily basis,My work center is adequately prepared to execute required operations during the most likely local contingencies,My work facilities enable effective mission accomplishment,Y,Performing my primary AFSC duties is NOT significantly impacted by additional duties,Performing my primary AFSC duties is NOT significantly impacted by ancillary training,Personnel in my unit do not feel pressured to cut corners to accomplish the mission,"Personnel in my unit have the time to become proficient in, then master, their primary AFSC duties","Personnel in my work section treat me with dignity, trust and respect",Standards in my unit are enforced,Teamwork at all levels is prevalent throughout my unit,The actions and decisions of my supervisor indicate he/she values my time,The mentoring I have received in this unit has been helpful in my development,"The performance evaluations (EPR, OPR, civilian performance appraisal) Ive received from my current unit have been fair","The policies and decisions of my AFSC community (e.g., HAF or MAJCOM CE, Comm, SF, Personnel, Ops, etc.) indicate my time is valued",The policies and decisions of other AFSC communities indicate my time is valued,The tasks I perform at work provide me with a sense of accomplishment,The written guidance I use helps me prioritize my work,location,wing,nma_category,Leadership,Strategic Plan,Impact of Additional Duties,Equipment,Duty Schedule,Supervisor,Adequate Training,Sufficient Personnel,Sexual Harrassment / Suicide,clusters
4250,Operator,E4-E6,2,2018,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,1,-2,1,1,1,1,1,1,-1,0,-1,-1,-1,1,-2,1,-1,-1,-1,-2,1,-1,1,1,0,0,0,1,1,5,-2,1,1,-2,1,1,1,-1,1,1,-1,1,1,1,MAND,50BD,Bomber,0.8271767746245576,0.0,-0.6948816927179795,1.116074006514614,-1.1491526836086399,0.010432809763384565,0.5617585398811763,-1.3220361447556717,1.477475948089832,2
4251,Maintenance,O4-O6,5,2018,2,1,2,1,2,2,2,2,2,2,-1,2,2,2,2,1,2,2,2,2,2,2,2,-2,2,2,2,2,2,-1,-1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,10,1,1,2,2,2,2,2,2,2,2,1,1,2,2,MAND,50BD,Bomber,19.214967919150787,1.3396559625814328,1.3243255624942343,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,-1.3220361447556717,2.954951896179664,3
4252,Maintenance,O1-O3,4,2018,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,2,1,1,1,1,1,1,1,1,2,1,-2,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,3,-2,-1,0,-1,1,1,1,1,1,1,1,1,1,1,MAND,50BD,Bomber,8.9820145918031,0.0,-1.9973946475649722,1.7276315059667011,0.5745763418043199,0.661065084073765,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
4253,Maintenance,E1-E3,1,2018,1,1,2,1,2,2,1,1,2,2,2,-1,2,2,2,2,2,1,2,0,2,2,1,1,2,2,2,-2,1,-1,1,0,0,0,2,1,2,2,0,2,1,1,0,-1,1,1,1,2,8,2,2,2,2,2,2,2,2,2,2,1,1,2,1,MAND,50BD,Bomber,13.626018210972973,1.3396559625814328,2.6486511249884686,1.6205905135771403,1.1491526836086399,3.3563367482612474,1.1235170797623526,0.058012271915911184,2.954951896179664,3
4254,Maintenance,E1-E3,1,2018,0,2,2,2,2,1,1,1,1,2,2,2,2,2,2,-2,-1,2,1,0,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,7,1,1,1,1,2,1,1,2,1,0,2,2,-1,2,MAND,50BD,Bomber,10.287920985569869,2.0073571734705653,1.3243255624942343,2.232148013029228,1.1491526836086399,3.3563367482612474,0.5617585398811763,2.012060353091463,2.954951896179664,3
4255,Maintenance,E4-E6,2,2018,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,-1,2,2,2,2,0,2,2,2,2,2,2,2,2,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MAND,50BD,Bomber,19.214967919150787,2.6793119251628656,2.6486511249884686,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
4256,NC3,E1-E3,1,2018,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,2,2,1,1,1,2,1,1,0,1,-1,-1,-1,1,1,2,1,1,1,1,2,-1,1,1,1,0,0,1,1,6,1,1,0,1,1,2,1,2,0,1,1,1,1,1,MAND,50BD,COMSEC,9.217687516747269,0.0,1.3243255624942343,1.116074006514614,1.1491526836086399,2.7663119788284583,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
4257,NC3,E1-E3,1,2018,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-2,1,1,2,1,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,MAND,50BD,COMSEC,10.177994250702096,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,2.847785103232818,0.5617585398811763,0.058012271915911184,2.954951896179664,0
4258,Maintenance,E1-E3,1,2018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MAND,50BD,Bomber,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.954951896179664,0
4259,Operator,O1-O3,4,2018,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,-1,1,1,1,1,-1,1,1,2,1,1,0,-1,1,1,1,1,2,0,2,1,1,1,1,1,1,2,1,1,1,0,2,1,7,1,-2,0,1,1,2,2,1,1,0,1,1,1,1,MAND,50BD,Bomber,11.916347637915269,0.6677012108891327,-0.6294438697762548,1.6205905135771403,-0.5745763418043199,1.6781683741306237,0.5617585398811763,1.3220361447556717,2.2452204130733557,2
4260,Maintenance,E4-E6,2,2018,1,1,1,-1,1,1,1,-1,1,1,-2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,6,-2,-1,1,-1,1,1,1,1,1,1,1,1,1,1,MAND,50BD,Bomber,9.607483959575394,1.3396559625814328,-1.9973946475649722,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
4261,Operator,O4-O6,5,2018,2,1,2,1,2,2,2,0,2,1,1,-1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,MAND,901MD,Missile,19.214967919150787,2.6793119251628656,2.6486511249884686,1.116074006514614,1.1491526836086399,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
4262,Operator,O1-O3,4,2018,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,-1,2,2,2,0,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,MAND,901MD,Missile,19.214967919150787,2.6793119251628656,1.9755820399177306,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,2.6440722895113433,2.954951896179664,3
4263,Operator,O1-O3,4,2018,0,-1,1,1,1,-1,1,0,-1,1,2,1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-2,-1,1,1,1,-1,0,1,0,1,1,-1,-1,-1,0,0,-1,1,4,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,-1,MAND,901MD,Missile,-0.2389142976384091,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,-0.5617585398811763,-2.012060353091463,1.477475948089832,2
4264,Security,E4-E6,2,2018,-1,-2,0,2,-1,1,-2,-2,1,1,1,-1,-2,-2,-2,-1,1,-2,-1,2,1,-1,1,-2,-1,-2,-2,-1,1,-2,-2,-1,1,-2,1,-2,-2,-1,1,1,-1,-1,1,-2,-1,1,-1,-1,4,1,1,1,-1,-1,-1,-2,-2,-2,1,-2,-1,-2,-1,MAND,901MD,Missile,-11.868446250491598,0.0042535408031673105,1.3243255624942343,-0.7185984918416483,0.5745763418043199,-2.3392334582043888,0.5617585398811763,-2.6440722895113433,1.477475948089832,0
4265,Maintenance,E4-E6,2,2018,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,-2,2,1,2,2,2,2,1,2,2,2,1,1,1,-1,1,1,1,1,2,2,2,2,1,2,2,2,2,-2,2,2,2,-1,9,1,2,1,1,2,2,2,2,2,-1,1,1,2,1,MAND,50BD,Bomber,14.150162715037773,2.6793119251628656,1.9755820399177306,1.116074006514614,1.1491526836086399,3.3563367482612474,1.1235170797623526,0.058012271915911184,2.954951896179664,3
4266,Operator,O1-O3,4,2018,-2,1,1,1,-1,1,1,0,1,2,1,1,-1,1,1,-2,1,1,1,0,1,1,1,1,1,2,1,1,1,-2,-2,-1,1,-2,2,1,1,1,1,2,-1,-2,1,1,1,1,1,1,4,1,1,1,1,1,1,-1,-1,2,1,1,1,1,1,MAND,901MD,Missile,3.24778873709492,1.3396559625814328,1.3243255624942343,1.6205905135771403,0.5745763418043199,1.1090092242246032,0.5617585398811763,-2.6440722895113433,2.954951896179664,0
4267,Operator,E4-E6,2,2018,0,2,-2,1,-2,-1,-2,0,1,-1,1,1,-2,-2,-2,-2,-2,2,-1,0,-2,-2,-2,-1,-1,1,2,-2,0,-1,-1,-1,-2,0,2,-2,-1,2,0,2,-2,-2,-2,-2,-2,-2,-2,-1,1,-2,2,1,1,-2,-1,-2,-1,-2,-2,-1,-1,-2,-1,MAND,901MD,Missile,-16.09087311536332,-2.6793119251628656,-0.043625215294483155,0.7185984918416483,-1.1491526836086399,-1.0066704802934743,0.5617585398811763,-1.3220361447556717,2.954951896179664,4
4268,Security,E7-E9,3,2018,0,1,1,1,-1,-2,1,1,1,1,1,1,1,1,1,-1,1,-1,1,2,2,1,1,-1,1,1,1,-2,1,-1,1,-2,-1,-1,-1,1,1,1,1,-1,-2,-1,1,1,-2,-1,1,1,7,1,1,1,-1,1,1,-1,-1,1,2,1,-1,1,1,MAND,901MD,Missile,4.003289655741455,-2.0073571734705653,1.3243255624942343,-0.10704099238956089,1.1491526836086399,0.518984454791814,0.5617585398811763,0.058012271915911184,-1.477475948089832,0
4269,Maintenance,E7-E9,3,2018,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,0,2,1,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,0,2,2,2,2,MAND,901MD,Missile,18.693114639654866,2.6793119251628656,2.6486511249884686,1.6205905135771403,1.1491526836086399,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
4270,Maintenance,E7-E9,3,2018,2,2,2,1,2,2,2,0,1,2,-1,2,1,1,2,2,2,1,2,0,1,1,2,1,1,1,-2,1,1,-1,-1,-2,2,-1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,9,-1,1,2,1,2,1,2,1,1,2,1,1,1,2,MAND,901MD,Missile,16.205106354085846,1.3396559625814328,-0.021812607647241578,1.6205905135771403,0.5745763418043199,2.1867200191590532,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
4271,Operator,O1-O3,4,2018,0,1,1,1,-2,-1,-2,0,1,1,1,-1,-2,-2,1,1,0,1,1,0,-2,-1,1,1,1,-1,1,0,0,-1,-1,-1,2,-1,0,1,0,-1,-1,1,-2,-1,-2,1,0,0,1,-1,6,2,1,1,1,1,1,1,1,0,1,-1,-1,-2,1,MAND,901MD,Missile,0.9389113416827808,0.0,1.9973946475649722,1.116074006514614,-1.1491526836086399,0.49811883526504486,0.5617585398811763,-1.3220361447556717,0.7097314831063084,1
4272,Security,E1-E3,1,2018,-1,-1,1,-1,1,-1,-2,-1,-1,1,-2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,-1,1,-2,1,-1,-2,1,1,-1,-1,1,-1,-2,-2,-1,1,-1,-1,1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,MAND,901MD,Missile,-9.36309617478609,-1.3396559625814328,-1.3243255624942343,-0.10704099238956089,-0.5745763418043199,1.6781683741306237,-0.5617585398811763,-0.5739996645039691,1.477475948089832,1
4273,Operator,E7-E9,3,2018,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,0,0,2,2,2,2,0,0,2,1,0,0,2,2,2,2,2,2,1,2,2,0,2,0,0,0,2,10,0,0,0,0,2,2,2,2,2,2,1,-1,2,2,MAND,901MD,Missile,16.84807711283279,0.0,0.0,2.232148013029228,1.1491526836086399,3.3563367482612474,1.1235170797623526,1.954048081175552,2.2452204130733557,2
4274,Operator,O1-O3,4,2018,0,-1,2,1,-2,-1,-1,0,1,1,-2,1,-1,1,1,-2,-2,1,1,0,-1,-2,-1,-1,1,-1,1,0,1,1,-2,0,1,0,1,0,1,1,0,1,-1,-1,1,0,0,0,1,1,3,-2,-1,1,1,1,1,-2,1,1,0,-1,1,-1,1,MAND,901MD,Missile,-2.154536261750264,0.0,-1.9973946475649722,1.116074006514614,-0.5745763418043199,1.0066704802934743,0.5617585398811763,-0.7480364802517027,1.477475948089832,2
4275,Security,E4-E6,2,2018,-2,1,-1,1,-1,-1,-1,2,1,1,1,1,1,1,-1,-1,-2,-1,2,0,1,-1,-1,2,-2,-2,1,-1,1,1,-1,1,-1,-2,1,-2,1,1,-1,1,-2,-1,1,-2,-1,-1,1,1,2,-1,-1,-1,-2,-1,-1,-1,-2,1,-2,1,1,1,1,MAND,901MD,Missile,-8.548038400942044,-1.3396559625814328,-1.3243255624942343,-0.10704099238956089,0.5745763418043199,-2.847785103232818,0.5617585398811763,-0.058012271915911184,1.477475948089832,0
4276,Security,O1-O3,4,2018,1,1,1,-1,1,-1,-2,0,1,1,-1,-1,-1,1,1,-2,1,-1,1,0,-2,-1,1,-1,1,1,-1,1,2,-1,-2,1,1,-1,1,1,1,1,1,1,1,-1,-1,0,1,1,-1,1,3,1,-1,1,0,1,1,0,1,1,-1,-2,-2,-2,1,MAND,901MD,Missile,5.280802509846085,1.3396559625814328,0.021812607647241578,-0.10704099238956089,-1.1491526836086399,1.6781683741306237,0.5617585398811763,-2.012060353091463,1.477475948089832,2
4277,Security,E7-E9,3,2018,2,-1,0,2,-1,-1,1,-2,1,-1,-2,-2,-1,-1,-1,-2,-1,-2,1,2,-1,-1,-2,1,2,1,2,1,1,-2,-2,1,-1,-2,2,2,2,-2,0,2,-2,-1,-2,2,0,0,2,1,4,2,-2,2,-2,2,2,-1,2,-1,2,-1,-1,1,-2,MAND,901MD,Missile,3.2470881244310497,0.0,0.043625215294483155,-1.7276315059667011,-0.5745763418043199,1.7492086887715992,0.5617585398811763,-2.6440722895113433,2.954951896179664,4
4278,Operator,O1-O3,4,2018,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,0,2,1,1,1,0,1,-1,-1,1,1,1,1,-2,-1,1,-1,1,0,-2,1,-1,0,0,1,-1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MAND,901MD,Missile,-2.3139358931680847,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
4279,Operator,O1-O3,4,2018,0,2,2,1,2,2,2,0,2,2,1,1,2,2,1,0,2,2,2,0,-2,0,0,2,1,1,2,0,0,1,1,0,0,1,2,2,2,-1,1,2,1,2,0,2,0,0,0,2,8,0,0,0,0,2,2,2,2,2,1,1,1,1,2,MAND,901MD,Missile,15.653140547527396,0.0,0.0,2.232148013029228,-1.1491526836086399,2.7663119788284583,1.1235170797623526,1.3220361447556717,2.954951896179664,4
4280,Security,O1-O3,4,2018,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,-1,1,2,0,2,2,1,1,2,2,1,1,2,1,-2,1,2,-2,2,1,1,1,1,2,1,-1,2,1,0,0,2,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,2,MAND,901MD,Missile,9.721338425646554,0.0,1.3243255624942343,1.6205905135771403,1.1491526836086399,2.847785103232818,0.5617585398811763,-0.7480364802517027,2.954951896179664,3
4281,Operator,O4-O6,5,2018,2,1,1,-1,-1,-1,-1,1,1,2,-1,-1,-1,1,-1,1,-1,2,2,-2,-2,1,2,2,2,1,2,1,2,1,-1,1,1,1,2,1,-1,2,2,2,1,1,1,1,0,0,1,1,7,1,1,1,1,2,1,-1,2,-1,1,-1,-1,1,-1,MAND,901MD,Missile,3.3290656734462716,0.0,1.3243255624942343,2.232148013029228,-1.1491526836086399,2.2577603338000287,0.5617585398811763,-0.058012271915911184,2.954951896179664,4
4282,NC3,E7-E9,3,2018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MAND,50BD,COMSEC,9.607483959575394,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,-1.3220361447556717,1.477475948089832,0
4283,Operator,O1-O3,4,2018,0,-1,-2,1,1,-2,-1,0,-1,1,1,1,1,-2,-2,1,-2,1,-1,0,-1,-1,1,-2,1,-1,1,-1,1,1,1,0,2,1,1,-1,0,-1,0,1,-1,-2,1,-2,1,-1,1,-1,2,-2,1,1,1,1,1,-2,-1,0,-2,1,1,-2,-1,MAND,901MD,Missile,-6.357663865405625,-0.0042535408031673105,-0.6948816927179795,1.116074006514614,-0.5745763418043199,-2.1867200191590532,-0.5617585398811763,1.3220361447556717,1.477475948089832,1
4284,Maintenance,E4-E6,2,2018,1,1,1,1,-1,1,1,0,-1,1,-2,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-2,-2,-1,0,-2,1,1,1,-2,-1,1,1,1,1,1,1,1,1,-2,8,-2,-2,-1,1,1,1,1,1,1,1,-2,1,1,-1,MAND,901MD,Missile,8.51965648874673,1.3396559625814328,-2.6486511249884686,1.116074006514614,0.5745763418043199,1.6781683741306237,-0.5617585398811763,-2.6440722895113433,1.477475948089832,2
4285,Operator,O1-O3,4,2018,-1,1,0,1,2,2,1,0,1,2,2,1,-1,-1,1,1,2,1,2,0,2,-1,2,-1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,0,2,2,-1,2,1,1,1,2,2,9,2,1,2,1,2,2,1,2,2,0,1,1,2,2,MAND,901MD,Missile,12.399502998248831,1.3396559625814328,1.9973946475649722,1.6205905135771403,1.1491526836086399,2.3392334582043888,0.5617585398811763,1.3220361447556717,2.954951896179664,3
4286,Security,E4-E6,2,2018,0,1,2,2,-1,-2,-1,-1,-1,1,2,1,1,-1,1,-2,1,1,-1,2,1,-1,0,-1,1,-1,-2,1,1,-1,-1,2,1,1,1,-2,1,-2,0,0,-1,-1,-1,2,0,0,1,-1,2,1,1,0,-1,1,-1,1,1,-1,0,1,1,-2,-1,MAND,901MD,Missile,-0.9516938639669217,0.0,1.3243255624942343,1.116074006514614,0.5745763418043199,1.0066704802934743,-0.5617585398811763,-1.3220361447556717,0.7677444649835238,1
4287,Security,O4-O6,5,2018,2,2,2,2,-1,2,2,0,2,2,2,2,2,2,-1,-2,2,2,2,0,2,2,2,-2,2,1,2,2,2,-2,-2,1,1,1,2,2,2,2,0,2,2,2,2,2,1,1,2,-2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MAND,901MD,Missile,15.56397685547935,1.3396559625814328,2.6486511249884686,2.232148013029228,1.1491526836086399,2.7663119788284583,1.1235170797623526,-2.6440722895113433,2.954951896179664,3
4288,Operator,O1-O3,4,2018,0,1,1,2,1,2,2,2,2,2,-1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,-1,-1,2,2,2,1,2,2,-1,2,1,1,2,1,2,2,2,2,1,8,-2,1,2,2,2,2,2,2,2,2,1,1,2,2,MAND,50BD,Bomber,16.89826216869595,2.6793119251628656,-0.6948816927179795,2.232148013029228,0.5745763418043199,2.847785103232818,1.1235170797623526,-1.3220361447556717,1.477475948089832,2
4289,Operator,O1-O3,4,2018,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,1,2,1,-1,1,1,0,0,1,1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,MAND,901MD,Missile,7.429062954519159,0.0,-0.021812607647241578,1.116074006514614,0.5745763418043199,1.6781683741306237,0.5617585398811763,0.058012271915911184,2.954951896179664,3
4290,Security,E4-E6,2,2018,-1,-1,0,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-2,1,-1,1,0,1,-1,1,1,1,-1,-2,1,2,1,1,-2,-1,-1,2,1,1,1,0,2,-2,-2,1,1,0,0,1,-1,1,1,1,-2,1,-1,1,-2,-2,0,1,1,1,1,1,MAND,901MD,Missile,-2.024351397395055,0.0,1.3243255624942343,-1.116074006514614,0.5745763418043199,-1.7492086887715992,0.5617585398811763,1.3220361447556717,2.954951896179664,4
4291,Security,E4-E6,2,2018,1,1,1,1,1,-1,1,2,1,-1,-1,-1,1,1,1,-1,2,1,2,1,1,1,1,1,2,1,-1,1,1,-1,-1,-1,1,-1,2,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,MAND,901MD,Missile,12.239907474682468,1.3396559625814328,1.3243255624942343,0.10704099238956089,0.5745763418043199,1.6781683741306237,0.5617585398811763,-1.3220361447556717,2.954951896179664,3
4292,Operator,O4-O6,5,2018,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,-1,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,9,1,2,2,2,2,2,2,2,2,2,2,1,2,-1,MAND,901MD,Missile,18.65699188376408,1.3396559625814328,1.9755820399177306,1.116074006514614,0.5745763418043199,3.3563367482612474,1.1235170797623526,1.3220361447556717,2.954951896179664,3
4293,Security,E4-E6,2,2018,-1,-2,-1,-2,-2,-2,-2,-1,1,-2,1,1,1,1,-2,-2,-2,-2,-1,0,-1,-2,-2,1,1,1,-2,-2,-2,-2,-2,-2,-1,-2,1,-1,1,-2,-2,1,-2,-2,-1,-2,-1,1,-1,-2,1,1,-1,1,-1,1,1,-2,1,-1,-2,1,1,-2,-2,MAND,901MD,Missile,-11.282357148344975,0.0042535408031673105,0.021812607647241578,-2.232148013029228,-0.5745763418043199,0.661065084073765,0.5617585398811763,-2.6440722895113433,1.477475948089832,1
4294,Security,E4-E6,2,2018,-2,1,0,-2,-2,-2,-2,1,1,-1,1,-1,-1,-1,-2,1,2,1,-2,0,-2,-2,-1,1,1,-2,-2,-2,-1,-2,-2,-2,-1,0,2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-1,1,1,1,1,1,-2,-1,1,1,-2,-2,-2,-2,-2,1,1,-2,MAND,901MD,Missile,-12.94238511971949,-2.0073571734705653,1.3243255624942343,0.10704099238956089,-1.1491526836086399,-2.3392334582043888,0.5617585398811763,-2.6440722895113433,0.11602596375443075,1
4295,Operator,E7-E9,3,2018,-1,1,0,1,1,1,1,0,1,1,1,1,1,1,-2,-1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,MAND,901MD,Missile,6.871338198215351,1.3396559625814328,1.3243255624942343,1.116074006514614,0.5745763418043199,1.1696167291021944,0.5617585398811763,1.3220361447556717,2.1872074311961405,0
4296,Security,E1-E3,1,2018,-2,-1,0,-2,-1,-2,-2,-2,-2,-1,2,-2,-1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-1,1,-2,1,-2,1,2,1,-2,-2,-2,2,-2,-2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-1,MAND,901MD,Missile,-16.261929665524743,-2.6793119251628656,-0.6948816927179795,0.10704099238956089,-1.1491526836086399,-2.3392334582043888,-1.1235170797623526,1.954048081175552,2.954951896179664,4
4297,NC3,E4-E6,2,2018,-1,2,0,1,-2,1,-1,1,1,1,-1,1,1,2,-1,1,-1,-1,1,2,-2,1,0,1,2,2,-1,-2,0,-2,-2,1,1,1,2,-2,-1,2,0,2,-1,-1,0,0,0,0,1,1,3,1,2,2,1,2,2,-1,2,1,0,1,1,2,1,MAND,50BD,COMSEC,-4.054188695726657,0.0,1.9755820399177306,-0.10704099238956089,-1.1491526836086399,2.3392334582043888,0.5617585398811763,-2.6440722895113433,2.954951896179664,4
